osm_id,name
n3290342982,"{""ru"": ""зимовье Придута""}"
n3290342984,"{""cs"": ""Ikon"", ""de"": ""Ikon"", ""en"": ""Ikon"", ""es"": ""Ikon"", ""fr"": ""Ikon"", ""pl"": ""Ikon"", ""ru"": ""Икон"", ""tr"": ""Ikon"", ""es_AR"": ""Ikon""}"
n3290342986,"{""cs"": ""Imangda Rudnaya"", ""de"": ""Imangda Rudnaya"", ""en"": ""Imangda Rudnaya"", ""es"": ""Imangda Rudnaya"", ""fr"": ""Imangda Rudnaya"", ""pl"": ""Imangda Rudnaja"", ""ru"": ""Имангда Рудная"", ""tr"": ""Imangda Rudnaya"", ""es_AR"": ""Imangda Rudnaya""}"
n3290342989,"{""cs"": ""Karasino"", ""de"": ""Karasino"", ""en"": ""Karasino"", ""es"": ""Karasino"", ""fr"": ""Karasino"", ""pl"": ""Karasino"", ""ru"": ""Карасино"", ""tr"": ""Karasino"", ""es_AR"": ""Karasino""}"
n3290342992,"{""cs"": ""Kerbo"", ""de"": ""Kerbo"", ""en"": ""Kerbo"", ""es"": ""Kerbo"", ""fr"": ""Kerbo"", ""pl"": ""Kerbo"", ""ru"": ""Кербо"", ""tr"": ""Kerbo"", ""es_AR"": ""Kerbo""}"
n3290342994,"{""cs"": ""Koloma"", ""de"": ""Koloma"", ""en"": ""Koloma"", ""es"": ""Koloma"", ""fr"": ""Koloma"", ""pl"": ""Kołoma"", ""ru"": ""Колома"", ""tr"": ""Koloma"", ""es_AR"": ""Koloma""}"
n3290342995,"{""cs"": ""Kondyl"", ""de"": ""Kondyl"", ""en"": ""Kondyl"", ""es"": ""Kondyl"", ""fr"": ""Kondyl"", ""pl"": ""Kondyl"", ""ru"": ""Кондыль"", ""tr"": ""Kondyl"", ""es_AR"": ""Kondyl""}"
n3290342997,"{""cs"": ""Kosisty"", ""de"": ""Kosisty"", ""en"": ""Kosisty"", ""es"": ""Kosistyy"", ""fr"": ""Kosistyy"", ""pl"": ""Kosistyj"", ""ru"": ""Косистый"", ""tr"": ""Kosisty"", ""es_AR"": ""Kosistyy""}"
n3290342999,"{""cs"": ""Kochikha"", ""de"": ""Kochikha"", ""en"": ""Kochikha"", ""es"": ""Kochikha"", ""fr"": ""Kochikha"", ""pl"": ""Koczicha"", ""ru"": ""Кочиха"", ""tr"": ""Kochikha"", ""es_AR"": ""Kochikha""}"
n3290343005,"{""cs"": ""Leskino"", ""de"": ""Leskino"", ""en"": ""Leskino"", ""es"": ""Leskino"", ""fr"": ""Leskino"", ""pl"": ""Lieskino"", ""ru"": ""Лескино"", ""tr"": ""Leskino"", ""es_AR"": ""Leskino""}"
n3290343006,"{""ru"": ""Летовье""}"
n3290343008,"{""cs"": ""Lyucha"", ""de"": ""Lyucha"", ""en"": ""Lyucha"", ""es"": ""Lyucha"", ""fr"": ""Lyucha"", ""pl"": ""Lyucha"", ""ru"": ""Люча"", ""tr"": ""Lyucha"", ""es_AR"": ""Lyucha""}"
n3290343010,"{""cs"": ""Obchodní místo Makovskoje"", ""de"": ""Makovskoye Handelsposten"", ""en"": ""Makovskoye Trading Post"", ""es"": ""Factoría de Makovskoye"", ""fr"": ""Comptoir Makovskoye"", ""pl"": ""Targowisko Makowskoje"", ""ru"": ""Маковское"", ""tr"": ""Makovskoye Ticaret Merkezi"", ""es_AR"": ""Factoría de Makovskoye""}"
n3290343011,"{""cs"": ""Mankur"", ""de"": ""Mankur"", ""en"": ""Mankur"", ""es"": ""Mankur"", ""fr"": ""Mankur"", ""pl"": ""Mankur"", ""ru"": ""Манкур"", ""tr"": ""Mankur"", ""es_AR"": ""Mankur""}"
n3290343012,"{""cs"": ""Matylka"", ""de"": ""Matylka"", ""en"": ""Matylka"", ""es"": ""Matylka"", ""fr"": ""Matylka"", ""pl"": ""Matylka"", ""ru"": ""Матылька"", ""tr"": ""Matylka"", ""es_AR"": ""Matylka""}"
n3290343013,"{""cs"": ""Medvežij Jar"", ""de"": ""Medvezhy Yar"", ""en"": ""Medvezhy Yar"", ""es"": ""Medvezhiy Yar"", ""fr"": ""Medvezhiy Yar"", ""pl"": ""Niedźwiedzi Jar"", ""ru"": ""Медвежий Яр"", ""tr"": ""Medvezhy Yar"", ""es_AR"": ""Medvezhiy Yar""}"
n3290343015,"{""cs"": ""Mironovskaja"", ""de"": ""Mironovskaya"", ""en"": ""Mironovskaya"", ""es"": ""Mironovskaya"", ""fr"": ""Mironovskaya"", ""pl"": ""Mironowskaja"", ""ru"": ""Мироновская"", ""tr"": ""Mironovskaya"", ""es_AR"": ""Mironovskaya""}"
n3290343016,"{""cs"": ""Monouchi"", ""de"": ""Monouchi"", ""en"": ""Monouchi"", ""es"": ""Monouchi"", ""fr"": ""Monouchi"", ""pl"": ""Monouczy"", ""ru"": ""Моноучи"", ""tr"": ""Monouchi"", ""es_AR"": ""Monouchi""}"
n3290343017,"{""cs"": ""Mys Vchodnoj"", ""de"": ""Kap Vkhodnoy"", ""en"": ""Cape Vkhodnoy"", ""es"": ""Cabo Vkhodnoy"", ""fr"": ""Cap Vkhodnoy"", ""pl"": ""Przylądek Wchodnoj"", ""ru"": ""Мыс Входной"", ""tr"": ""Vkhodnoy Burnu"", ""es_AR"": ""Cabo Vkhodnoy""}"
n3290343025,"{""cs"": ""Pajturma"", ""de"": ""Payturma"", ""en"": ""Payturma"", ""es"": ""Payturma"", ""fr"": ""Payturma"", ""pl"": ""Pajturma"", ""ru"": ""Пайтурма"", ""tr"": ""Payturma"", ""es_AR"": ""Payturma""}"
n3290343026,"{""cs"": ""Panitsa"", ""de"": ""Panitsa"", ""en"": ""Panitsa"", ""es"": ""Panitsa"", ""fr"": ""Panitsa"", ""pl"": ""Panica"", ""ru"": ""Паница"", ""tr"": ""Panitsa"", ""es_AR"": ""Panitsa""}"
n3290343027,"{""cs"": ""Pervaja Rassokha"", ""de"": ""Pervaya Rassokha"", ""en"": ""Pervaya Rassokha"", ""es"": ""Pervaya Rassokha"", ""fr"": ""Pervaya Rassokha"", ""pl"": ""Pierwaja Rassocha"", ""ru"": ""Первая Рассоха"", ""tr"": ""Pervaya Rassokha"", ""es_AR"": ""Pervaya Rassokha""}"
n3290343029,"{""cs"": ""Podkhrebetnyy"", ""de"": ""Podkhrebetny"", ""en"": ""Podkhrebetny"", ""es"": ""Podkhrebetny"", ""fr"": ""Podkhrebetny"", ""pl"": ""Podchrebietnyj"", ""ru"": ""Подхребетный"", ""tr"": ""Podkhrebetny"", ""es_AR"": ""Podkhrebetny""}"
n3290343031,"{""cs"": ""Ragozinka"", ""de"": ""Ragozinka"", ""en"": ""Ragozinka"", ""es"": ""Ragozinka"", ""fr"": ""Ragozinka"", ""pl"": ""Ragozinka"", ""ru"": ""Рагозинка"", ""tr"": ""Ragozinka"", ""es_AR"": ""Ragozinka""}"
n3290343033,"{""cs"": ""Severnaja Rečka"", ""de"": ""Severnaya Rechka"", ""en"": ""Severnaya Rechka"", ""es"": ""Severnaya Rechka"", ""fr"": ""Severnaya Rechka"", ""pl"": ""Sewiernaja Rjeczka"", ""ru"": ""Северная Речка"", ""tr"": ""Severnaya Rechka"", ""es_AR"": ""Severnaya Rechka""}"
n3290343034,"{""cs"": ""Sigovo"", ""de"": ""Sigovo"", ""en"": ""Sigovo"", ""es"": ""Sigovo"", ""fr"": ""Sigovo"", ""pl"": ""Sygowo"", ""ru"": ""Сигово"", ""tr"": ""Sigovo"", ""es_AR"": ""Sigovo""}"
n3290343038,"{""ru"": ""Стан Самоедская Речка""}"
n3290343039,"{""cs"": ""Stanovishche Vedenskoje"", ""de"": ""Stanovishche Vedenskoye"", ""en"": ""Stanovishche Vedenskoye"", ""es"": ""Stanovishche Vedenskoye"", ""fr"": ""Stanovishche Vedenskoye"", ""pl"": ""Stanowiszcze Wiedenskoje"", ""ru"": ""Становище Веденское"", ""tr"": ""Stanovishche Vedenskoye"", ""es_AR"": ""Stanovishche Vedenskoye""}"
n3290343042,"{""cs"": ""Těmbenči"", ""de"": ""Tembenchi"", ""en"": ""Tembenchi"", ""es"": ""Tembenchi"", ""fr"": ""Tembenchi"", ""pl"": ""Tembenczi"", ""ru"": ""Тембенчи"", ""tr"": ""Tembenchi"", ""es_AR"": ""Tembenchi""}"
n3290343043,"{""cs"": ""Tungusy Pervyje"", ""de"": ""Tungusy Pervyye"", ""en"": ""Tungusy Pervyye"", ""es"": ""Tungusy Pervyye"", ""fr"": ""Tungusy Pervyye"", ""pl"": ""Tungusy Pierwyje"", ""ru"": ""Тунгусы Первые"", ""tr"": ""Tungusy Pervyye"", ""es_AR"": ""Tungusy Pervyye""}"
n3290343044,"{""cs"": ""Tungusy"", ""de"": ""Tungusy"", ""en"": ""Tungusy"", ""es"": ""Tungusy"", ""fr"": ""Tungusy"", ""pl"": ""Tungusy"", ""ru"": ""Тунгусы"", ""tr"": ""Tungusy"", ""es_AR"": ""Tungusy""}"
n3290343045,"{""cs"": ""Tunor"", ""de"": ""Tunor"", ""en"": ""Tunor"", ""es"": ""Tunor"", ""fr"": ""Tunor"", ""pl"": ""Tunor"", ""ru"": ""Тунор"", ""tr"": ""Tunor"", ""es_AR"": ""Tunor""}"
n3290343049,"{""cs"": ""Oblast Bolšaja Layda"", ""de"": ""Ortschaft Bol'shaya Layda"", ""en"": ""Bolshaya Layda Locality"", ""es"": ""Localidad de Bolshaya Layda"", ""fr"": ""Région de Bolshaya Layda"", ""pl"": ""Uroczystko Bolszaja Łajda"", ""ru"": ""урочище Большая Лайда"", ""tr"": ""Bolshaya Layda Belediyesi"", ""es_AR"": ""Localidad de Bolshaya Layda""}"
n3290343050,"{""cs"": ""Oblast Vivi"", ""de"": ""Örtlichkeit Vivi"", ""en"": ""Vivi Locality"", ""es"": ""Localidad de Vivi"", ""fr"": ""Région Vivi"", ""pl"": ""Uroczysko Wiwy"", ""ru"": ""урочище Виви"", ""tr"": ""Vivi Mevzi"", ""es_AR"": ""Localidad de Vivi""}"
n3290343054,"{""cs"": ""Usť-Tereja"", ""de"": ""Ust-Tereya"", ""en"": ""Ust-Tereya"", ""es"": ""Ust Tereya"", ""fr"": ""Oust-Tereya"", ""pl"": ""Ust-Tereya"", ""ru"": ""Усть-Терея"", ""tr"": ""Ust-Tereya"", ""es_AR"": ""Ust Tereya""}"
n3290343055,"{""cs"": ""Obchodní místo Nalimje"", ""de"": ""Nalimye Handelposten"", ""en"": ""Nalimye Trading Post"", ""es"": ""Factoría de Nalimye"", ""fr"": ""Comptoir Nalimye"", ""pl"": ""Targowisko Nalimje"", ""ru"": ""фактория Налимье"", ""tr"": ""Nalimye Ticaret Merkezi"", ""es_AR"": ""Factoría de Nalimye""}"
n3290343056,"{""ru"": ""Хантайка""}"
n3290343057,"{""ru"": ""Цапка-Лайда""}"
n3290343059,"{""cs"": ""Chiskovo"", ""de"": ""Chiskovo"", ""en"": ""Chiskovo"", ""es"": ""Chiskovo"", ""fr"": ""Chiskovo"", ""pl"": ""Cziskowo"", ""ru"": ""Чисково"", ""tr"": ""Chiskovo"", ""es_AR"": ""Chiskovo""}"
n3290343060,"{""cs"": ""Chuyungo"", ""de"": ""Chuyungo"", ""en"": ""Chuyungo"", ""es"": ""Chuyungo"", ""fr"": ""Chuyungo"", ""pl"": ""Chuyungo"", ""ru"": ""Чуюнго"", ""tr"": ""Chuyungo"", ""es_AR"": ""Chuyungo""}"
n3290343962,"{""cs"": ""Yagnyanda"", ""de"": ""Yagnyanda"", ""en"": ""Yagnyanda"", ""es"": ""Yagnyanda"", ""fr"": ""Yagnyanda"", ""pl"": ""Jagnjanda"", ""ru"": ""Ягнянда"", ""tr"": ""Yagnyanda"", ""es_AR"": ""Yagnyanda""}"
n3290343964,"{""cs"": ""Yar-Pan-Ty-Ya"", ""de"": ""Yar-Pan-Ty-Ya"", ""en"": ""Yar-Pan-Ty-Ya"", ""es"": ""Yar-Pan-Ty-Ya"", ""fr"": ""Yar-Pan-Ty-Ya"", ""pl"": ""Jar-Pan-Ty-Ja"", ""ru"": ""Яр-Пан-Ты-Я"", ""tr"": ""Yar-Pan-Ty-Ya"", ""es_AR"": ""Yar-Pan-Ty-Ya""}"
n3291156761,"{""en"": ""Hallahan Peak"", ""es"": ""Pico Hallahan"", ""pt"": ""Pico Hallahan"", ""es_AR"": ""Pico Hallahan"", ""pt_BR"": ""Pico Hallahan""}"
n3291156762,"{""en"": ""Tupik Mountain"", ""es"": ""Montaña Tupik"", ""pt"": ""Montanha Tupik"", ""es_AR"": ""Montaña Tupik"", ""pt_BR"": ""Montanha Tupik""}"
n329173415,"{""en"": ""Dawson City"", ""es"": ""Dawson City"", ""pt"": ""Dawson City"", ""es_AR"": ""Dawson City"", ""pt_BR"": ""Dawson City""}"
n3291993514,"{""cs"": ""Duoyong"", ""de"": ""Duoyong"", ""en"": ""Duoyong"", ""es"": ""Duoyong"", ""fr"": ""Duoyong"", ""ja"": ""多湧"", ""ko"": ""두오용"", ""pl"": ""Duoyong"", ""ru"": ""Доюн"", ""th"": ""ตั่วย่ง"", ""tr"": ""Duoyong"", ""vi"": ""Duoyong"", ""es_AR"": ""Duoyong"", ""zh_TW"": ""多湧""}"
n3292123554,"{""ja"": ""ムーンピーウィー"", ""th"": ""มัวร์พิววี"", ""vi"": ""Murnpeowie"", ""zh_TW"": ""莫皮耶韋""}"
n3292172141,"{""cs"": ""Hoh Xil"", ""de"": ""Hoh Xil"", ""en"": ""Hoh Xil"", ""es"": ""Hoh Xil"", ""fr"": ""Hoh Xil"", ""ja"": ""フフシル"", ""ko"": ""호실"", ""pl"": ""Hoh Xil"", ""ru"": ""Кукушили"", ""th"": ""โฮซิล"", ""tr"": ""Hoh Xil"", ""vi"": ""Hoh Xil"", ""es_AR"": ""Hoh Xil"", ""zh_TW"": ""可可西里""}"
n3292203694,"{""cs"": ""Buyuchikan"", ""de"": ""Buyuchikan"", ""en"": ""Buyuchikan"", ""es"": ""Buyuchikan"", ""fr"": ""Buyuchikan"", ""pl"": ""Buyuchikan"", ""ru"": ""Буючикан"", ""tr"": ""Buyuchikan"", ""es_AR"": ""Buyuchikan""}"
n3292203695,"{""cs"": ""Byugyun"", ""de"": ""Byugyun"", ""en"": ""Byugyun"", ""es"": ""Byugyun"", ""fr"": ""Byugyun"", ""pl"": ""Byugyun"", ""ru"": ""Бюгюн"", ""tr"": ""Byugyun"", ""es_AR"": ""Byugyun""}"
n3292203696,"{""cs"": ""Verchnyaya Lancha"", ""de"": ""Verkhnyaya Lancha"", ""en"": ""Verkhnyaya Lancha"", ""es"": ""Verkhnyaya Lancha"", ""fr"": ""Verkhnyaya Lancha"", ""pl"": ""Wierchnaja Lancza"", ""ru"": ""Верхняя Ланча"", ""tr"": ""Verkhnyaya Lancha"", ""es_AR"": ""Verkhnyaya Lancha""}"
n3292203697,"{""cs"": ""Kuba-Dzhiyete"", ""de"": ""Kuba-Dzhiyete"", ""en"": ""Kuba-Dzhiyete"", ""es"": ""Kuba-Dzhiete"", ""fr"": ""Kuba-Dzhiyete"", ""pl"": ""Kuba-Dżiete"", ""ru"": ""Кууба"", ""tr"": ""Kuba-Dzhiyete"", ""es_AR"": ""Kuba-Dzhiete""}"
n3292203698,"{""cs"": ""Matochkin Shar"", ""de"": ""Matochkin Shar"", ""en"": ""Matochkin Shar"", ""es"": ""Matochkin Shar"", ""fr"": ""Matotchkine"", ""pl"": ""Matoczkin Szar"", ""ru"": ""Маточкин Шар"", ""tr"": ""Matochkin Shar"", ""es_AR"": ""Matochkin Shar""}"
n3292203699,"{""cs"": ""Mongatalyang"", ""de"": ""Mongatalyang"", ""en"": ""Mongatalyang"", ""es"": ""Mongatalyang"", ""fr"": ""Mongatalyang"", ""pl"": ""Mongataliang"", ""ru"": ""Монгаталянг"", ""tr"": ""Mongatalyang"", ""es_AR"": ""Mongatalyang""}"
n3292203701,"{""cs"": ""Polyarnaya Stantsiya"", ""de"": ""Polyarnaya Stantsiya"", ""en"": ""Polyarnaya Stantsiya"", ""es"": ""Polyarnaya Stantsiya"", ""fr"": ""Polyarnaya Stantsiya"", ""pl"": ""Poljarnaja Stancja"", ""ru"": ""Полярная Станция"", ""tr"": ""Polyarnaya Stantsiya"", ""es_AR"": ""Polyarnaya Stantsiya""}"
n3292203702,"{""cs"": ""Kharstan"", ""de"": ""Kharstan"", ""en"": ""Kharstan"", ""es"": ""Kharstan"", ""fr"": ""Kharstan"", ""pl"": ""Kharstan"", ""ru"": ""Харстан"", ""tr"": ""Kharstan"", ""es_AR"": ""Kharstan""}"
n3292203703,"{""cs"": ""Čichačeva"", ""de"": ""Chikhacheva"", ""en"": ""Chikhachyova"", ""es"": ""Chikhachyova"", ""fr"": ""Chikhachyova"", ""pl"": ""Czichaczjowa"", ""ru"": ""Чихачёва"", ""tr"": ""Chikhachyova"", ""es_AR"": ""Chikhachyova""}"
n329222054,"{""cs"": ""Biratnagar"", ""de"": ""Biratnagar"", ""en"": ""Biratnagar"", ""es"": ""Biratnagar"", ""fr"": ""Biratnagar"", ""ja"": ""ビラトナガル"", ""ko"": ""비라트나가르"", ""pl"": ""Biratnagar"", ""ru"": ""Биратнагар"", ""th"": ""บิรัตนาการ์"", ""tr"": ""Biratnagar"", ""vi"": ""Biratnagar"", ""es_AR"": ""Biratnagar"", ""zh_TW"": ""比拉德訥格爾""}"
n3292254794,"{""cs"": ""Ayikyn"", ""de"": ""Ayikyn"", ""en"": ""Ayikyn"", ""es"": ""Ayikyn"", ""fr"": ""Ayikyn"", ""pl"": ""Ayikyn"", ""ru"": ""Айикын"", ""tr"": ""Ayikyn"", ""es_AR"": ""Ayikyn""}"
n3292254797,"{""ru"": ""Киселёва""}"
n3292254798,"{""ru"": ""Кокуора""}"
n3292254799,"{""cs"": ""Kulady"", ""de"": ""Kulady"", ""en"": ""Kulady"", ""es"": ""Kulady"", ""fr"": ""Kulady"", ""pl"": ""Kulady"", ""ru"": ""Кулады"", ""tr"": ""Kulady"", ""es_AR"": ""Kulady""}"
n3292254801,"{""ru"": ""Кумах-Юрях""}"
n3292254802,"{""cs"": ""Kuogastach"", ""de"": ""Kuogastakh"", ""en"": ""Kuogastakh"", ""es"": ""Kuogastakh"", ""fr"": ""Kuogastakh"", ""pl"": ""Kuogastach"", ""ru"": ""Куогастах"", ""tr"": ""Kuogastakh"", ""es_AR"": ""Kuogastakh""}"
n3292254803,"{""cs"": ""Layda"", ""de"": ""Layda"", ""en"": ""Layda"", ""es"": ""Layda"", ""fr"": ""Layda"", ""pl"": ""Layda"", ""ru"": ""Лайда"", ""tr"": ""Layda"", ""es_AR"": ""Layda""}"
n3292254805,"{""cs"": ""Manyka"", ""de"": ""Manyka"", ""en"": ""Manyka"", ""es"": ""Manyka"", ""fr"": ""Manyka"", ""pl"": ""Manyka"", ""ru"": ""Маныка"", ""tr"": ""Manyka"", ""es_AR"": ""Manyka""}"
n3292254806,"{""cs"": ""Oblast Mokho"", ""de"": ""Ortschaft Mokho"", ""en"": ""Mokho Locality"", ""es"": ""Localidad de Mokho"", ""fr"": ""Région de Mokho"", ""pl"": ""Uroczystko Mocho"", ""ru"": ""урочище Мохо"", ""tr"": ""Mokho Belediyesi"", ""es_AR"": ""Localidad de Mokho""}"
n3292254810,"{""ru"": ""Смыты""}"
n3292254812,"{""ru"": ""Хориты""}"
n3292291249,"{""cs"": ""Allyar"", ""de"": ""Allyar"", ""en"": ""Allyar"", ""es"": ""Allyar"", ""fr"": ""Allyar"", ""pl"": ""Allyar"", ""ru"": ""Алляр"", ""tr"": ""Allyar"", ""es_AR"": ""Allyar""}"
n3292291251,"{""cs"": ""Bimir"", ""de"": ""Bimir"", ""en"": ""Bimir"", ""es"": ""Bimir"", ""fr"": ""Bimir"", ""pl"": ""Bimir"", ""ru"": ""Бимир"", ""tr"": ""Bimir"", ""es_AR"": ""Bimir""}"
n3292291252,"{""cs"": ""Bor-Jurjach"", ""de"": ""Bor-Yuryakh"", ""en"": ""Bor-Yuryakh"", ""es"": ""Bor-Yuryakh"", ""fr"": ""Bor-Yuryakh"", ""pl"": ""Bor-Juryach"", ""ru"": ""Бор-Юрях"", ""tr"": ""Bor-Yuryakh"", ""es_AR"": ""Bor-Yuryakh""}"
n3292291255,"{""ru"": ""Дьандал""}"
n3292291256,"{""cs"": ""Dyuley"", ""de"": ""Dyuley"", ""en"": ""Dyuley"", ""es"": ""Dyuley"", ""fr"": ""Dyuley"", ""pl"": ""Dyuley"", ""ru"": ""Дюлей"", ""tr"": ""Dyuley"", ""es_AR"": ""Dyuley""}"
n3292291257,"{""ru"": ""Индигирский""}"
n3292291258,"{""ru"": ""Итикен""}"
n3292291259,"{""ru"": ""Кельтегей""}"
n3292292462,"{""ru"": ""Поварня Болтунова""}"
n3292292463,"{""ru"": ""Поварня Эютян""}"
n3292292465,"{""ru"": ""Старые Кресты""}"
n3292292469,"{""cs"": ""Udža"", ""de"": ""Udzha"", ""en"": ""Udzha"", ""es"": ""Udzha"", ""fr"": ""Udzha"", ""pl"": ""Udża"", ""ru"": ""Уджа"", ""tr"": ""Udzha"", ""es_AR"": ""Udzha""}"
n3292292470,"{""cs"": ""Oblast Paravysalya"", ""de"": ""Ortschaft Paravysalya"", ""en"": ""Paravysalya Locality"", ""es"": ""Localidad de Paravysalya"", ""fr"": ""Région de Paravysalya"", ""pl"": ""Uroczysko Parawysalia"", ""ru"": ""урочище Паравысаля"", ""tr"": ""Paravysalya Belediyesi"", ""es_AR"": ""Localidad de Paravysalya""}"
n3292292472,"{""cs"": ""Khalmervonga"", ""de"": ""Khalmervonga"", ""en"": ""Khalmervonga"", ""es"": ""Khalmervonga"", ""fr"": ""Khalmervonga"", ""pl"": ""Chalmerwonga"", ""ru"": ""Хальмервонга"", ""tr"": ""Khalmervonga"", ""es_AR"": ""Khalmervonga""}"
n3292292474,"{""ru"": ""Хоптолоох""}"
n3292336169,"{""ru"": ""Максима""}"
n3292336171,"{""cs"": ""Khargy-Kjujel"", ""de"": ""Khargy-Kyuyel"", ""en"": ""Khargy-Kyuyel"", ""es"": ""Khargy Kyuyel"", ""fr"": ""Khargy-Kyuyel"", ""pl"": ""Khargy-Kyuyel"", ""ru"": ""Харгы-Кюель"", ""tr"": ""Khargy-Kyuyel"", ""es_AR"": ""Khargy Kyuyel""}"
n3292337321,"{""ru"": ""Аллараа-Сиэно""}"
n3292337322,"{""ru"": ""Аннаах""}"
n3292337323,"{""cs"": ""Basar-Jurjach"", ""de"": ""Basar-Yuryakh"", ""en"": ""Basar-Yuryakh"", ""es"": ""Basar-Yuryakh"", ""fr"": ""Basar-Yuryakh"", ""pl"": ""Basar-Jurjach"", ""ru"": ""Басар-Юрях"", ""tr"": ""Basar-Yuryakh"", ""es_AR"": ""Basar-Yuryakh""}"
n3292337324,"{""cs"": ""Bashmachny"", ""de"": ""Bashmachny"", ""en"": ""Bashmachny"", ""es"": ""Bashmachny"", ""fr"": ""Bashmachny"", ""pl"": ""Baszmacznyj"", ""ru"": ""Башмачный"", ""tr"": ""Bashmachny"", ""es_AR"": ""Bashmachny""}"
n3292337325,"{""cs"": ""Bejenčime"", ""de"": ""Beyenchime"", ""en"": ""Beyenchime"", ""es"": ""Beyenchime"", ""fr"": ""Beyenchime"", ""pl"": ""Beyenchime"", ""ru"": ""Беенчиме"", ""tr"": ""Beyenchime"", ""es_AR"": ""Beyenchime""}"
n3292337327,"{""ru"": ""Бырдахтах""}"
n3292337328,"{""ru"": ""Бёрёлях""}"
n3292337330,"{""ru"": ""Дадах""}"
n3292337331,"{""ru"": ""Два Балагана""}"
n3292337332,"{""ru"": ""Джалак-Джанкы""}"
n3292337334,"{""cs"": ""Kolesovo"", ""de"": ""Kolesovo"", ""en"": ""Kolesovo"", ""es"": ""Kolesovo"", ""fr"": ""Kolesovo"", ""pl"": ""Koljosowo"", ""ru"": ""Колёсово"", ""tr"": ""Kolesovo"", ""es_AR"": ""Kolesovo""}"
n3292337337,"{""cs"": ""Kuojka"", ""de"": ""Kuoyka"", ""en"": ""Kuoyka"", ""es"": ""Kuoyka"", ""fr"": ""Kuoyka"", ""pl"": ""Kuojka"", ""ru"": ""Куойка"", ""tr"": ""Kuoyka"", ""es_AR"": ""Kuoyka""}"
n3292337338,"{""cs"": ""Kušnyj"", ""de"": ""Kushnyy"", ""en"": ""Kushny"", ""es"": ""Kushnyy"", ""fr"": ""Kushny"", ""pl"": ""Kusznyj"", ""ru"": ""Кушный"", ""tr"": ""Kushnyy"", ""es_AR"": ""Kushnyy""}"
n3292337341,"{""ru"": ""Кюнгю""}"
n3292337342,"{""cs"": ""Logaškino"", ""de"": ""Logashkino"", ""en"": ""Logashkino"", ""es"": ""Logashkino"", ""fr"": ""Logashkino"", ""pl"": ""Łogaszkino"", ""ru"": ""Логашкино"", ""tr"": ""Logashkino"", ""es_AR"": ""Logashkino""}"
n3292337343,"{""cs"": ""Lundino"", ""de"": ""Lundino"", ""en"": ""Lundino"", ""es"": ""Lundino"", ""fr"": ""Lundino"", ""pl"": ""Łundino"", ""ru"": ""Лундино"", ""tr"": ""Lundino"", ""es_AR"": ""Lundino""}"
n3292337344,"{""cs"": ""Markov"", ""de"": ""Markov"", ""en"": ""Markov"", ""es"": ""Markov"", ""fr"": ""Markov"", ""pl"": ""Markow"", ""ru"": ""Марков"", ""tr"": ""Markov"", ""es_AR"": ""Markov""}"
n3292337349,"{""ru"": ""Осеновка""}"
n3292337350,"{""cs"": ""Piropnyy"", ""de"": ""Piropny"", ""en"": ""Piropny"", ""es"": ""Piropny"", ""fr"": ""Piropny"", ""pl"": ""Piropnyj"", ""ru"": ""Пиропный"", ""tr"": ""Piropny"", ""es_AR"": ""Piropny""}"
n3292337353,"{""ru"": ""Селеэн-Кюель""}"
n3292337356,"{""cs"": ""Stanchik"", ""de"": ""Stanchik"", ""en"": ""Stanchik"", ""es"": ""Stanchik"", ""fr"": ""Stanchik"", ""pl"": ""Stanchik"", ""ru"": ""Станчик"", ""tr"": ""Stanchik"", ""es_AR"": ""Stanchik""}"
n3292337358,"{""ru"": ""Суглан""}"
n3292338961,"{""ru"": ""Тас-Хайбыт""}"
n3292338963,"{""cs"": ""Ulovo"", ""de"": ""Ulovo"", ""en"": ""Ulovo"", ""es"": ""Ulovo"", ""fr"": ""Ulovo"", ""pl"": ""Ułowo"", ""ru"": ""Улово"", ""tr"": ""Ulovo"", ""es_AR"": ""Ulovo""}"
n3292338964,"{""cs"": ""Oblast Lutigan-Suty"", ""de"": ""Ortschaft Lutigan-Suty"", ""en"": ""Lutigan-Suty Locality"", ""es"": ""Localidad de Lutigan-Suty"", ""fr"": ""Région de Lutigan-Suty"", ""pl"": ""Uroczysko Łutigan-Suty"", ""ru"": ""урочище Лутиган-Суты"", ""tr"": ""Lutigan-Suty Belediyesi"", ""es_AR"": ""Localidad de Lutigan-Suty""}"
n3292338966,"{""cs"": ""Oblast Tyundko"", ""de"": ""Ortschaft Tyundko"", ""en"": ""Tyundko Locality"", ""es"": ""Localidad de Tyundko"", ""fr"": ""Région de Tyundko"", ""pl"": ""Uroczysko Tjundko"", ""ru"": ""урочище Тюндко"", ""tr"": ""Tyundko Belediyesi"", ""es_AR"": ""Localidad de Tyundko""}"
n3292338967,"{""cs"": ""Oblast Yanti-Suty"", ""de"": ""Ortschaft Yanti-Suty"", ""en"": ""Yanti-Suty Locality"", ""es"": ""Localidad de Yanti-Suty"", ""fr"": ""Région de Yanti-Suty"", ""pl"": ""Uroczysko Janti-Suty"", ""ru"": ""урочище Янти-Суты"", ""tr"": ""Yanti-Suty Belediyesi"", ""es_AR"": ""Localidad de Yanti-Suty""}"
n3292338969,"{""ru"": ""Хараулах""}"
n3292338970,"{""ru"": ""Хасалах""}"
n3292338973,"{""ru"": ""Чукустур""}"
