osm_id,name
n2355732377,"{""en"": ""Changshaganma"", ""ja"": ""長沙幹馬"", ""ko"": ""창샤간마"", ""ru"": ""Чаншаганма"", ""th"": ""ฉางชากานมา"", ""vi"": ""Changshaganma"", ""zh_TW"": ""長沙干馬""}"
n2356739250,"{""ru"": ""Бугант""}"
n2357008578,"{""cs"": ""Zimoviště Tichobrazova"", ""de"": ""Zihobrazova Winterlager"", ""en"": ""Tikhobrazova Winter Quarters"", ""es"": ""Cuarteles de Invierno de Tikhobrazova"", ""fr"": ""Quartiers d'hiver de Tikhobrazova"", ""pl"": ""Siedlisko zimowe Tichobrazowa"", ""ru"": ""зимовье Тихобразова"", ""tr"": ""Tikhobrazova Kışlık Meskenleri"", ""es_AR"": ""Cuarteles de Invierno de Tikhobrazova""}"
n2358056610,"{""ru"": ""НПС-14 \""Олёкминск\""""}"
n235886826,"{""en"": ""Zwolle"", ""ru"": ""Зволле""}"
n235967510,"{""en"": ""Sestroretsk"", ""ru"": ""Сестрорецк""}"
n2360474843,"{""ja"": ""イマンパ"", ""th"": ""อิมานพา"", ""vi"": ""Imanpa"", ""zh_TW"": ""因莫帕""}"
n236053950,"{""en"": ""Saint John's"", ""es"": ""San Juan"", ""pt"": ""Saint John's"", ""es_AR"": ""San Juan"", ""pt_BR"": ""Saint John's""}"
n2362612500,"{""ru"": ""Климоуцы""}"
n2363012954,"{""cs"": ""Muzbat"", ""de"": ""Muzbat"", ""en"": ""Muzbat"", ""es"": ""Muzbat"", ""fr"": ""Muzbat"", ""ja"": ""ムズバット"", ""ko"": ""무즈바트"", ""pl"": ""Muzbat"", ""ru"": ""Музбат"", ""th"": ""มุซบัต"", ""tr"": ""Muzbat"", ""vi"": ""Muzbat"", ""es_AR"": ""Muzbat"", ""zh_TW"": ""穆茲貝""}"
n2363198292,"{""cs"": ""Malaya Vishera"", ""de"": ""Malaya Vishera"", ""en"": ""Malaya Vishera"", ""es"": ""Malaya Vishera"", ""fr"": ""Malaïa Vichera"", ""pl"": ""Małaja Wyszera"", ""ru"": ""Малая Вишера"", ""tr"": ""Malaya Vishera"", ""es_AR"": ""Malaya Vishera""}"
n2363331112,"{""cs"": ""Meschede"", ""de"": ""Meschede"", ""en"": ""Meschede"", ""es"": ""Meschede"", ""fr"": ""Meschede"", ""pl"": ""Meschede"", ""ru"": ""Мешеде"", ""tr"": ""Meschede"", ""es_AR"": ""Meschede""}"
n236358552,"{""en"": ""Rouyn-Noranda"", ""es"": ""Rouyn-Noranda"", ""pt"": ""Rouyn-Noranda"", ""es_AR"": ""Rouyn-Noranda"", ""pt_BR"": ""Rouyn-Noranda""}"
n2364065288,"{""en"": ""Tauchik"", ""ru"": ""Таучик""}"
n2364446874,"{""cs"": ""Chata polesných Ulachan-Samalka"", ""de"": ""Waldarbeiterhütte Ulakhan-Samalka"", ""en"": ""Ulakhan-Samalka Foresters Lodge"", ""es"": ""Casa del Guarda Forestal de Ulakhan-Samalka"", ""fr"": ""Cabane de forestiers de Ulakhan-Samalka"", ""pl"": ""Leśniczówka Ułachan-Samalka"", ""ru"": ""Кордон Улахан-Самалка"", ""tr"": ""Ulakhan-Samalka Ormancı Kulübesi"", ""es_AR"": ""Casa del Guarda Forestal de Ulakhan-Samalka""}"
n2364714830,"{""en"": ""Grabezhovo"", ""ru"": ""Грабежово""}"
n236513884,"{""en"": ""Val d'Or"", ""es"": ""Val d'Or"", ""pt"": ""Val d'Or"", ""es_AR"": ""Val d'Or"", ""pt_BR"": ""Val d'Or""}"
n2365984337,"{""cs"": ""Mys Faux"", ""de"": ""Faux Cap"", ""en"": ""Faux Cap"", ""es"": ""Cabo Faux"", ""fr"": ""Faux Cap"", ""ja"": ""フォーカップ"", ""ko"": ""베탄티"", ""pl"": ""Faux Cap"", ""ru"": ""Фаукс-Кап"", ""th"": ""ฟอกซ์ แคป"", ""tr"": ""Faux Cap"", ""vi"": ""Faux Cap"", ""es_AR"": ""Cabo Faux"", ""zh_TW"": ""弗角""}"
n2366965508,"{""cs"": ""Qingguji"", ""de"": ""Qingfangji"", ""en"": ""Qingguji"", ""es"": ""Qingfangji"", ""fr"": ""Qingguji"", ""ja"": ""青堌集"", ""ko"": ""칭구지"", ""pl"": ""Qingfangji"", ""ru"": ""Цингуцзичжэнь"", ""th"": ""ชิงกูจี"", ""tr"": ""Qingfangji"", ""vi"": ""Qingguji"", ""es_AR"": ""Qingfangji"", ""zh_TW"": ""青堌集""}"
n2367334488,"{""cs"": ""Jingšan"", ""de"": ""Yingshan"", ""en"": ""Yingshan"", ""es"": ""Yingshan"", ""fr"": ""Yingshan"", ""ja"": ""英山"", ""ko"": ""잉산"", ""pl"": ""Yingshan"", ""ru"": ""Йингшан"", ""th"": ""หยิงชาน"", ""tr"": ""Yingshan"", ""vi"": ""Yingshan"", ""es_AR"": ""Yingshan"", ""zh_TW"": ""英山""}"
n2367794892,"{""cs"": ""Steinsstaðabyggð"", ""de"": ""Steinsstaðabyggð"", ""en"": ""Steinsstaðabyggð"", ""es"": ""Steinsstaðabyggð"", ""fr"": ""Steinsstaðabyggð"", ""pl"": ""Steinsstaðabyggð"", ""pt"": ""Steinsstaðabyggð"", ""ru"": ""Стейнсстадабигд"", ""tr"": ""Steinsstaðabyggð"", ""es_AR"": ""Steinsstaðabyggð"", ""pt_BR"": ""Steinsstaðabyggð""}"
n2368015271,"{""cs"": ""Bayantooroi"", ""de"": ""Bayantooroi"", ""en"": ""Bayantooroi"", ""es"": ""Bayantooroi"", ""fr"": ""Bayantooroi"", ""ja"": ""バヤントーロイ"", ""ko"": ""바얀토오로이"", ""pl"": ""Bayantooroi"", ""ru"": ""Баянтоорой"", ""th"": ""บายานทูรอย"", ""tr"": ""Bayantooroi"", ""vi"": ""Bayantooroi"", ""es_AR"": ""Bayantooroi"", ""zh_TW"": ""貝耶托雷伊""}"
n2370230660,"{""cs"": ""Surendranagar"", ""de"": ""Surendranagar"", ""en"": ""Surendranagar"", ""es"": ""Surendranagar"", ""fr"": ""Surendranagar"", ""ja"": ""スレンドラナガー"", ""ko"": ""수렌드라나가르"", ""pl"": ""Surendranagar"", ""ru"": ""Сурендранагар"", ""th"": ""สุเรนดรานาการ์"", ""tr"": ""Surendranagar"", ""vi"": ""Surendranagar"", ""es_AR"": ""Surendranagar"", ""zh_TW"": ""蘇仁德拉那加""}"
n237042948,"{""en"": ""Braunau am Inn"", ""ru"": ""Браунау-ам-Инн""}"
n2370608037,"{""cs"": ""Závod na zpracování ryb Tavatum"", ""de"": ""Fischverarbeitungsfabrik Tavatum"", ""en"": ""Tavatum Fish-Processing Factory"", ""es"": ""Fábrica de Procesamiento de Peces Tavatum"", ""fr"": ""Usine de transformation des produits de la pêche de Tavatum"", ""pl"": ""Farma rybna Tawatum"", ""ru"": ""рыбозавод Таватум"", ""tr"": ""Tavatum Balış İşleme Fabrikası"", ""es_AR"": ""Fábrica de Procesamiento de Peces Tavatum""}"
n2370759106,"{""cs"": ""Meteorologická stanice Chulbyu"", ""de"": ""Wetterstation Chul’byu"", ""en"": ""Chulbyu Weather Station"", ""es"": ""Estación Meteorológica de Chulbyu"", ""fr"": ""Station météorologique de Chulbyu"", ""pl"": ""Stacja meteorologiczna Czulbju"", ""ru"": ""метеостанция Чульбю"", ""tr"": ""Chulbyu Hava Tahmin İstasyonu"", ""es_AR"": ""Estación Meteorológica de Chulbyu""}"
n237163366,"{""cs"": ""Raga"", ""de"": ""Raga"", ""en"": ""Raga"", ""es"": ""Raga"", ""fr"": ""Raga"", ""ja"": ""ラーガ"", ""ko"": ""라가"", ""pl"": ""Raga"", ""ru"": ""Раджа"", ""th"": ""รากา"", ""tr"": ""Raga"", ""vi"": ""Raga"", ""es_AR"": ""Raga"", ""zh_TW"": ""拉加""}"
n2371640762,"{""cs"": ""Grude"", ""de"": ""Grude"", ""en"": ""Grude"", ""es"": ""Grude"", ""fr"": ""Grude"", ""pl"": ""Grude"", ""ru"": ""Груде"", ""tr"": ""Grude"", ""es_AR"": ""Grude""}"
n2371865598,"{""cs"": ""Čajbucha"", ""de"": ""Chaybukha"", ""en"": ""Chaybukha"", ""es"": ""Chaybukha"", ""fr"": ""Chaybukha"", ""pl"": ""Czajbucha"", ""ru"": ""Чайбуха"", ""tr"": ""Chaybukha"", ""es_AR"": ""Chaybukha""}"
n237193709,"{""cs"": ""Wau"", ""de"": ""Wau"", ""en"": ""Wau"", ""es"": ""Wau"", ""fr"": ""Wau"", ""ja"": ""ワーウ"", ""ko"": ""와우"", ""pl"": ""Wau"", ""ru"": ""Вау"", ""th"": ""เวา"", ""tr"": ""Wau"", ""vi"": ""Wau"", ""es_AR"": ""Wau"", ""zh_TW"": ""瓦烏""}"
n2372653734,"{""cs"": ""Shambyu"", ""de"": ""Shambyu"", ""en"": ""Shambyu"", ""es"": ""Shambyu"", ""fr"": ""Shambyu"", ""ja"": ""シャンビュー"", ""ko"": ""샴비우"", ""pl"": ""Shambyu"", ""ru"": ""Шамбю"", ""th"": ""ชัมบยู"", ""tr"": ""Shambyu"", ""vi"": ""Shambyu"", ""es_AR"": ""Shambyu"", ""zh_TW"": ""沙姆拜於""}"
n2373597402,"{""cs"": ""En Nahud"", ""de"": ""En Nahud"", ""en"": ""En Nahud"", ""es"": ""En Nahud"", ""fr"": ""En Nahud"", ""ja"": ""エン・ヌフッド"", ""ko"": ""엔나후드"", ""pl"": ""En Nahud"", ""ru"": ""Эн-Нахуд"", ""th"": ""เอน นาฮุด"", ""tr"": ""En Nahud"", ""vi"": ""En Nahud"", ""es_AR"": ""En Nahud"", ""zh_TW"": ""奈胡德""}"
n2373774643,"{""en"": ""Nebolchi"", ""ru"": ""Неболчи""}"
n2374575758,"{""en"": ""Dangbazhen"", ""ko"": ""당바젠""}"
n2375103578,"{""ru"": ""Ломовое месторождение""}"
n2375103579,"{""ru"": ""Мыльджинское месторождение""}"
n2375686547,"{""en"": ""seladize"", ""ru"": ""Шеладис""}"
n2376148514,"{""en"": ""Tsogttsetsii"", ""ja"": ""トソットセッツィ"", ""ko"": ""토그체치"", ""ru"": ""Цогтцэций"", ""th"": ""ซอกเซตซิ"", ""vi"": ""Tsogttsetsii"", ""zh_TW"": ""叟格西特西""}"
n2376725102,"{""cs"": ""Bayan-Enjuul"", ""de"": ""Bayan-Enjuul"", ""en"": ""Bayan-Enjuul"", ""es"": ""Bayan-Enjuul"", ""fr"": ""Bayan-Enjuul"", ""ja"": ""バヤン＝エンユール"", ""ko"": ""바얀엔주울"", ""pl"": ""Bayan-Enjuul"", ""ru"": ""Баян-Энжуул"", ""th"": ""บายาน เอนจุล"", ""tr"": ""Bayan-Enjuul"", ""vi"": ""Bayan-Enjuul"", ""es_AR"": ""Bayan-Enjuul"", ""zh_TW"": ""巴彥安祖爾""}"
n2377804861,"{""cs"": ""Tsagaan-Ovoo"", ""de"": ""Tsagaan-Ovoo"", ""en"": ""Tsagaan-Ovoo"", ""es"": ""Tsagaan-Ovoo"", ""fr"": ""Tsagaan-Ovoo"", ""ja"": ""ツァガアン＝オヴォオ"", ""ko"": ""차가안오보오"", ""pl"": ""Tsagaan-Ovoo"", ""ru"": ""Цагаан-Овоо"", ""th"": ""ซากาน โอวู"", ""tr"": ""Tsagaan-Ovoo"", ""vi"": ""Tsagaan-Ovoo"", ""es_AR"": ""Tsagaan-Ovoo"", ""zh_TW"": ""查幹敖包""}"
n2377842881,"{""cs"": ""Matad"", ""de"": ""Matad"", ""en"": ""Matad"", ""es"": ""Matad"", ""fr"": ""Matad"", ""ja"": ""マッタド"", ""ko"": ""마타트"", ""pl"": ""Matad"", ""ru"": ""Матад"", ""th"": ""มาทาด"", ""tr"": ""Matad"", ""vi"": ""Matad"", ""es_AR"": ""Matad"", ""zh_TW"": ""馬塔德""}"
n2377927292,"{""cs"": ""Minamiizu"", ""de"": ""Minamiizu"", ""en"": ""Minamiizu"", ""es"": ""Minamiizu"", ""fr"": ""Minamiizu"", ""ja"": ""南伊豆"", ""ko"": ""미나미이즈"", ""pl"": ""Minamiizu"", ""ru"": ""Минамиизу"", ""th"": ""มินามิซู"", ""tr"": ""Minamiizu"", ""vi"": ""Minamiizu"", ""es_AR"": ""Minamiizu"", ""zh_TW"": ""南伊豆町""}"
n2378389848,"{""cs"": ""Laï"", ""de"": ""Laï"", ""en"": ""Laï"", ""es"": ""Laï"", ""fr"": ""Laï"", ""ja"": ""ライ"", ""ko"": ""라이"", ""pl"": ""Laï"", ""ru"": ""Лаи"", ""th"": ""ไล"", ""tr"": ""Laï"", ""vi"": ""Laï"", ""es_AR"": ""Laï"", ""zh_TW"": ""拉伊""}"
n2378836174,"{""en"": ""Zhana Karaton"", ""ru"": ""Жана Каратон""}"
n2379840212,"{""ru"": ""Завханмандал""}"
n2379841729,"{""cs"": ""Holstebro"", ""de"": ""Holstebro"", ""en"": ""Holstebro"", ""es"": ""Holstebro"", ""fr"": ""Holstebro"", ""pl"": ""Holstebro"", ""ru"": ""Хольстебро"", ""tr"": ""Holstebro"", ""es_AR"": ""Holstebro""}"
n2379887148,"{""cs"": ""Meiganga"", ""de"": ""Meiganga"", ""en"": ""Meiganga"", ""es"": ""Meiganga"", ""fr"": ""Meiganga"", ""ja"": ""メイガンガ"", ""ko"": ""메이강가"", ""pl"": ""Meiganga"", ""ru"": ""Меиганга"", ""th"": ""เมย์กานกา"", ""tr"": ""Meiganga"", ""vi"": ""Meiganga"", ""es_AR"": ""Meiganga"", ""zh_TW"": ""梅甘加""}"
n2380553596,"{""en"": ""Holloman Air Force Base"", ""es"": ""Base Holloman de la Fuerza Aérea"", ""pt"": ""Base Aérea de Holloman"", ""es_AR"": ""Base Holloman de la Fuerza Aérea"", ""pt_BR"": ""Base Aérea de Holloman""}"
n2381017948,"{""ru"": ""Бодонч-Баг""}"
n2381174319,"{""cs"": ""Lien"", ""de"": ""Lien"", ""en"": ""Lien"", ""es"": ""Lien"", ""fr"": ""Lien"", ""pl"": ""Lien"", ""tr"": ""Lien"", ""es_AR"": ""Lien""}"
n2381317552,"{""en"": ""Kolatselga"", ""ru"": ""Колатсельга""}"
n2382177662,"{""en"": ""Iffley"", ""ja"": ""イフレー"", ""th"": ""อิฟเฟลย์"", ""vi"": ""Iffley"", ""zh_TW"": ""伊芙利""}"
n2382386988,"{""en"": ""Erdao"", ""ko"": ""얼다오""}"
n2382405265,"{""cs"": ""Terjit"", ""de"": ""Terjit"", ""en"": ""Terjit"", ""es"": ""Terjit"", ""fr"": ""Tergit"", ""pl"": ""Terjit"", ""ru"": ""Тержит"", ""tr"": ""Terjit"", ""es_AR"": ""Terjit""}"
n2382409268,"{""cs"": ""El Ghallaouiya"", ""de"": ""El Ghallaouiya"", ""en"": ""El Ghallaouiya"", ""es"": ""El Ghallaouiya"", ""fr"": ""El Ghallaouiya"", ""ja"": ""エル・ガールーイヤ"", ""ko"": ""엘갈라위야"", ""pl"": ""El Ghallaouiya"", ""ru"": ""Эль-Галауйя"", ""th"": ""เอล กาลลาวไวยา"", ""tr"": ""El Ghallaouiya"", ""vi"": ""El Ghallaouiya"", ""es_AR"": ""El Ghallaouiya"", ""zh_TW"": ""加拉維亞""}"
n2382413073,"{""cs"": ""Aguelt-en-Nemadi"", ""de"": ""Aguelt-en-Nemadi"", ""en"": ""Aguelt-en-Nemadi"", ""es"": ""Aguelt-en-Nemadi"", ""fr"": ""Aguelt-en-Nemadi"", ""ja"": ""オグールト＝エン＝ネマディ"", ""ko"": ""아겔트엔네마디"", ""pl"": ""Aguelt-en-Nemadi"", ""ru"": ""Агельт-эн-Немади"", ""th"": ""อากูล เอน นามาดิ"", ""tr"": ""Aguelt-en-Nemadi"", ""vi"": ""Aguelt-en-Nemadi"", ""es_AR"": ""Aguelt-en-Nemadi"", ""zh_TW"": ""阿古爾特恩涅馬迪""}"
n2382418992,"{""cs"": ""Tichitt"", ""de"": ""Tichitt"", ""en"": ""Tichitt"", ""es"": ""Tichitt"", ""fr"": ""Tichitt"", ""ja"": ""ティシット"", ""ko"": ""티치트"", ""pl"": ""Tichitt"", ""ru"": ""Тишит"", ""th"": ""ติชิต"", ""tr"": ""Tichitt"", ""vi"": ""Tichitt"", ""es_AR"": ""Tichitt"", ""zh_TW"": ""提奇特""}"
n2382426683,"{""cs"": ""Walatah"", ""de"": ""Walatah"", ""en"": ""Walatah"", ""es"": ""Walatah"", ""fr"": ""Walatah"", ""ja"": ""ワラタ"", ""ko"": ""와라타"", ""pl"": ""Walatah"", ""ru"": ""Валата"", ""th"": ""วาลาตาห์"", ""tr"": ""Walatah"", ""vi"": ""Walatah"", ""es_AR"": ""Walatah"", ""zh_TW"": ""瓦拉塔""}"
n2383110231,"{""en"": ""Pukshiner"", ""ru"": ""Пукшинерь""}"
n2383204979,"{""cs"": ""Argada"", ""de"": ""Argada"", ""en"": ""Argada"", ""es"": ""Argada"", ""fr"": ""Argada"", ""ko"": ""아르가다"", ""pl"": ""Argada"", ""ru"": ""Аргада"", ""tr"": ""Argada"", ""es_AR"": ""Argada""}"
n2383210297,"{""cs"": ""Uljunchan"", ""de"": ""Wuli-Kanal"", ""en"": ""Ulyunkhan"", ""es"": ""Ulyunkhan"", ""fr"": ""Ulyunkhan"", ""pl"": ""Ułjunchan"", ""ru"": ""Улюнхан"", ""tr"": ""Wuli Canal"", ""es_AR"": ""Ulyunkhan""}"
n2383441542,"{""ru"": ""Исы Байзакова""}"
n2383900308,"{""en"": ""Burke and Wills"", ""ja"": ""バーク・アンド・ウィルズ"", ""th"": ""เบิร์กแอนด์วิลส์"", ""vi"": ""Burke and Wills"", ""zh_TW"": ""布爾克及威爾斯""}"
n2384353611,"{""en"": ""Galshar"", ""ko"": ""갈샤르"", ""ru"": ""Галшар""}"
n2384619866,"{""cs"": ""Synvar"", ""de"": ""Synvar"", ""en"": ""Synvar"", ""es"": ""Synvar"", ""fr"": ""Synvar"", ""pl"": ""Syn-War"", ""ru"": ""Сын-Вар"", ""tr"": ""Synvar"", ""es_AR"": ""Synvar""}"
n2384677726,"{""cs"": ""Echell"", ""de"": ""Echell"", ""en"": ""Echell"", ""es"": ""Echell"", ""fr"": ""Echell"", ""pl"": ""Echell"", ""ru"": ""Эчель"", ""tr"": ""Echell"", ""es_AR"": ""Echell""}"
n2385091397,"{""en"": ""Mckinlay's Point"", ""ja"": ""マッキンレイズ・ポイント"", ""th"": ""แมคคินเลย์ พอยต์"", ""vi"": ""Mckinlay's Point"", ""zh_TW"": ""麥克金蘭點""}"
n2385330277,"{""cs"": ""Menawashei"", ""de"": ""Menawashei"", ""en"": ""Menawashei"", ""es"": ""Menawashei"", ""fr"": ""Menawashei"", ""ja"": ""メナワシェイ"", ""ko"": ""메나와세이"", ""pl"": ""Menawashei"", ""ru"": ""Менавашей"", ""th"": ""เมนาาเชย์"", ""tr"": ""Menawashei"", ""vi"": ""Menawashei"", ""es_AR"": ""Menawashei"", ""zh_TW"": ""曼納瓦謝""}"
n2385367971,"{""en"": ""Zhanbaj"", ""ru"": ""Жанбай""}"
n2385973387,"{""ru"": ""Смоляное""}"
n238610118,"{""cs"": ""Oblast Abyei"", ""de"": ""Abyei"", ""en"": ""Abyei"", ""es"": ""Abyei"", ""fr"": ""Abiyé"", ""ja"": ""アビエイ"", ""ko"": ""아비에이"", ""pl"": ""Abyei"", ""ru"": ""Абьей"", ""th"": ""อับเย"", ""tr"": ""Abyei"", ""vi"": ""Abyei"", ""es_AR"": ""Abyei"", ""zh_TW"": ""艾卜耶""}"
n2387003200,"{""cs"": ""Omčak"", ""de"": ""Omchak"", ""en"": ""Omchak"", ""es"": ""Omchak"", ""fr"": ""Omchak"", ""pl"": ""Omchak"", ""ru"": ""Омчак"", ""tr"": ""Omchak"", ""es_AR"": ""Omchak""}"
n238717535,"{""cs"": ""Ayod"", ""de"": ""Ayod"", ""en"": ""Ayod"", ""es"": ""Ayod"", ""fr"": ""Ayod"", ""pl"": ""Ayod"", ""tr"": ""Ayod"", ""es_AR"": ""Ayod""}"
n2387615084,"{""cs"": ""Semmé"", ""de"": ""Semmé"", ""en"": ""Semmé"", ""es"": ""Semmé"", ""fr"": ""Semmé"", ""pl"": ""Semmé"", ""tr"": ""Semmé"", ""es_AR"": ""Semmé""}"
n2387702632,"{""en"": ""Ringkoebing"", ""ru"": ""Рингкёбинг""}"
n2388513950,"{""cs"": ""Pul-i-Alam"", ""de"": ""Pul-i-Alam"", ""en"": ""Pul-i-Alam"", ""es"": ""Pul-i-Alam"", ""fr"": ""Pol-é 'Alam"", ""ja"": ""プリアラム"", ""pl"": ""Pul-i-Alam"", ""ru"": ""Пули-Алам"", ""th"": ""ปุลอีอีลาม"", ""tr"": ""Pul-i-Alem"", ""vi"": ""Pul-i-Alam"", ""es_AR"": ""Pul-i-Alam"", ""zh_TW"": ""普勒伊阿拉姆""}"
n2389111770,"{""ru"": ""Маргаритовка""}"
n2389124702,"{""ru"": ""Абайкан""}"
n2389919046,"{""cs"": ""Achabal"", ""de"": ""Achabal"", ""en"": ""Achabal"", ""es"": ""Achabal"", ""fr"": ""Achabal"", ""ja"": ""アチャボール"", ""ko"": ""아차발"", ""pl"": ""Achabal"", ""ru"": ""Ачабал"", ""th"": ""อัชปาล"", ""tr"": ""Achabal"", ""vi"": ""Achabal"", ""es_AR"": ""Achabal"", ""zh_TW"": ""阿恰巴爾""}"
n2392327232,"{""cs"": ""Norsk"", ""de"": ""Norsk"", ""en"": ""Norsk"", ""es"": ""Norsk"", ""fr"": ""Norsk"", ""ja"": ""ノルスク"", ""ko"": ""노르스크"", ""pl"": ""Norsk"", ""ru"": ""Норск"", ""th"": ""นอร์สก"", ""tr"": ""Norsk"", ""vi"": ""Norsk"", ""es_AR"": ""Norsk"", ""zh_TW"": ""諾爾斯克""}"
n2392338823,"{""cs"": ""Stojba"", ""de"": ""Stoyba"", ""en"": ""Stoyba"", ""es"": ""Stoyba"", ""fr"": ""Stoyba"", ""ja"": ""ストイバ"", ""ko"": ""스토이바"", ""pl"": ""Stojba"", ""ru"": ""Стойба"", ""th"": ""ซตอยบา"", ""tr"": ""Stoyba"", ""vi"": ""Stoyba"", ""es_AR"": ""Stoyba"", ""zh_TW"": ""斯托伊巴""}"
n2392341891,"{""cs"": ""Zlatoustovsk"", ""de"": ""Zlatoustovsk"", ""en"": ""Zlatoustovsk"", ""es"": ""Zlatoustovsk"", ""fr"": ""Zlatoustovsk"", ""ja"": ""スラトウストフスク"", ""ko"": ""즐라토우스톱스크"", ""pl"": ""Zlatoustowsk"", ""ru"": ""Златоустовск"", ""th"": ""ซลาตูสตอฟสก์"", ""tr"": ""Zlatoustovsk"", ""vi"": ""Zlatoustovsk"", ""es_AR"": ""Zlatoustovsk"", ""zh_TW"": ""茲拉托烏斯托夫斯克""}"
n2392343337,"{""ru"": ""Токур""}"
n2393825546,"{""cs"": ""Kaitum"", ""de"": ""Kaitum"", ""en"": ""Kaitum"", ""es"": ""Kaitum"", ""fr"": ""Kaitum"", ""pl"": ""Kaitum"", ""ru"": ""Кайтум"", ""tr"": ""Kaitum"", ""es_AR"": ""Kaitum""}"
n2394890296,"{""cs"": ""Tukuz"", ""de"": ""Tukuz"", ""en"": ""Tukuz"", ""es"": ""Tukuz"", ""fr"": ""Tukuz"", ""pl"": ""Tukuz"", ""ru"": ""Тукуз"", ""tr"": ""Tukuz"", ""es_AR"": ""Tukuz""}"
n2394999216,"{""cs"": ""Yazhma"", ""de"": ""Yazhma"", ""en"": ""Yazhma"", ""es"": ""Yazhma"", ""fr"": ""Yazhma"", ""pl"": ""Jażima"", ""ru"": ""Яжма"", ""tr"": ""Yazhma"", ""es_AR"": ""Yazhma""}"
n2396275966,"{""cs"": ""Mazár-e Šaríf"", ""de"": ""Mazar-i-Sharif"", ""en"": ""Mazar-i-Sharif"", ""es"": ""Mazar-i-Sharif"", ""fr"": ""Mazâr-e Charîf"", ""ja"": ""マザーリシャリーフ"", ""ko"": ""마자리샤리프"", ""pl"": ""Mazar-i-Sharif"", ""pt"": ""Mazar-i-Sharif"", ""ru"": ""Мазари-Шариф"", ""th"": ""มาซาร์อีชาริฟ"", ""tr"": ""Mezar-ı Şerif"", ""vi"": ""Mazar-i-Sharif"", ""es_AR"": ""Mazar-i-Sharif"", ""pt_BR"": ""Mazar-i-Sharif"", ""zh_TW"": ""馬扎里沙里夫""}"
n2397260866,"{""cs"": ""Ekhiin Goliin Bayan Burd"", ""de"": ""Ekhiin Goliin Bayan Burd"", ""en"": ""Ekhiin Goliin Bayan Burd"", ""es"": ""Ekhiin Goliin Bayan Burd"", ""fr"": ""Ekhiin Goliin Bayan Burd"", ""ja"": ""イキン・ゴリン・バヤン・ボルド"", ""ko"": ""에힌 골인 바얀 부르드"", ""pl"": ""Ekhiin Goliin Bayan Burd"", ""ru"": ""Эхиин-Голиин-Баян-Бурд"", ""th"": ""อีคิน โกลิน บายาน บูร์ด"", ""tr"": ""Ekhiin Goliin Bayan Burd"", ""vi"": ""Ekhiin Goliin Bayan Burd"", ""es_AR"": ""Ekhiin Goliin Bayan Burd"", ""zh_TW"": ""艾欽高倫巴彥博""}"
n2398053074,"{""cs"": ""Beregovoj"", ""de"": ""Beregovoj"", ""en"": ""Beregovoy"", ""es"": ""Beregovoy"", ""fr"": ""Beregovoy"", ""ja"": ""ベレゴヴァヤ"", ""ko"": ""베레고보이"", ""pl"": ""Bieregowoj"", ""ru"": ""Береговой"", ""th"": ""เบเรโกวอย"", ""tr"": ""Beregovoj"", ""vi"": ""Beregovoy"", ""es_AR"": ""Beregovoy"", ""zh_TW"": ""柏勒哥沃伊""}"
n2398058653,"{""en"": ""McKinlay"", ""ja"": ""マッキンレイ"", ""th"": ""แมคคินเลย์"", ""vi"": ""McKinlay"", ""zh_TW"": ""麥金利""}"
n2398078185,"{""cs"": ""Bomnak"", ""de"": ""Bomnak"", ""en"": ""Bomnak"", ""es"": ""Bomnak"", ""fr"": ""Bomnak"", ""ko"": ""봄나크"", ""pl"": ""Bomnak"", ""ru"": ""Бомнак"", ""tr"": ""Bomnak"", ""es_AR"": ""Bomnak""}"
n2398385114,"{""cs"": ""Am Dam"", ""de"": ""Am Dam"", ""en"": ""Am Dam"", ""es"": ""Am Dam"", ""fr"": ""Am Dam"", ""pl"": ""Am Dam"", ""tr"": ""Am Dam"", ""es_AR"": ""Am Dam""}"
n2398950743,"{""ru"": ""Тутаул""}"
n2399004540,"{""ru"": ""Хорогочи""}"
n2399186617,"{""cs"": ""Bjorli"", ""de"": ""Bjorli"", ""en"": ""Bjorli"", ""es"": ""Bjorli"", ""fr"": ""Bjorli"", ""pl"": ""Bjorli"", ""ru"": ""Бйорли"", ""tr"": ""Bjorli"", ""es_AR"": ""Bjorli""}"
n2399352431,"{""cs"": ""Ejia"", ""de"": ""Ejia"", ""en"": ""Ejia"", ""es"": ""Ejia"", ""fr"": ""Ejia"", ""ja"": ""鍔嘉"", ""ko"": ""으쟈"", ""pl"": ""Ejia"", ""ru"": ""Эцзя"", ""th"": ""อีเจีย"", ""tr"": ""Ejia"", ""vi"": ""Ejia"", ""es_AR"": ""Ejia"", ""zh_TW"": ""鍔嘉""}"
n2400003741,"{""en"": ""Diamantina National Park Homestead"", ""ja"": ""ディアマンティーナ国立公園ホームステッド"", ""th"": ""ไดมานทินาแนทชันนอลพาร์คโฮมสเตด"", ""vi"": ""Khu Vườn Quốc gia Diamantina Homestead"", ""zh_TW"": ""迪亞曼蒂納國家公園農庄""}"
n240024401,"{""en"": ""Freital"", ""ru"": ""Фрайталь""}"
